key,sentence_id,smell_id,index_start,index_end,language_construct,smell_title,smell_text
ACCUMULO-549,8,res_9,76,80,Vague Pronoun,Pronoun,What
ACCUMULO-549,8,res_8,130,133,Subjective Language,Weak,can
ACCUMULO-549,8,res_8,184,187,Subjective Language,Vague,but
ACCUMULO-549,8,res_8.1,21,34,Subjective Language,Passive Voice Ambiguity,been assigned
ACCUMULO-549,8,res_8.1,147,158,Subjective Language,Passive Voice Ambiguity,be answered
ACCUMULO-549,8,res_4,164,184,Coordination,Coordination of two nouns followed by another noun,walogs and log4j logs
ACCUMULO-549,8,res_6,38,54,Nominalization,Ambiguous Nominalization,What compactions
ACCUMULO-549,8,res_6,114,129,Nominalization,Ambiguous Nominalization,These questions
ACCUMULO-549,9,res_9,22,26,Vague Pronoun,Pronoun,that
ACCUMULO-549,9,res_6,36,45,Nominalization,Ambiguous Nominalization,debugging
ACCUMULO-532,1,res_9,0,1,Vague Pronoun,Pronoun,I
ACCUMULO-532,1,res_9,44,47,Vague Pronoun,Pronoun,its
ACCUMULO-532,1,res_3,22,39,Compound Noun,Ambiguous Compound Nouns,BSP input formats
ACCUMULO-532,2,res_8,13,14,Subjective Language,Vague,/
ACCUMULO-532,2,res_3,4,28,Compound Noun,Ambiguous Compound Nouns,BSP input output formats
ACCUMULO-508,2,res_8,72,74,Subjective Language,Inside Behaviour,at
ACCUMULO-508,2,res_9,0,3,Vague Pronoun,Pronoun,Our
ACCUMULO-508,2,res_8,25,29,Subjective Language,Weak,will
ACCUMULO-508,3,res_8,46,49,Subjective Language,Dangerous Plural,few
ACCUMULO-508,3,res_9,0,4,Vague Pronoun,Pronoun,This
ACCUMULO-508,3,res_9,35,38,Vague Pronoun,Pronoun,you
ACCUMULO-508,3,res_2,50,56,Comparatives and Superlatives,Comparative Adjective,larger
ACCUMULO-508,4,res_8,43,47,Subjective Language,Dangerous Plural,many
ACCUMULO-508,4,res_8,9,14,Subjective Language,Vague,there
ACCUMULO-508,4,res_8,9,17,Subjective Language,Vague,there is
ACCUMULO-508,5,res_8,118,124,Subjective Language,Dangerous Plural,little
ACCUMULO-508,5,res_8,90,95,Subjective Language,Dangerous Plural,a LOT
ACCUMULO-508,5,res_9,70,74,Vague Pronoun,Pronoun,this
ACCUMULO-508,5,res_8,75,79,Subjective Language,Weak,will
ACCUMULO-508,6,res_8,3,9,Subjective Language,Imprecise,should
ACCUMULO-508,6,res_9,0,2,Vague Pronoun,Pronoun,We
ACCUMULO-508,6,res_9,40,45,Vague Pronoun,Pronoun,which
ACCUMULO-508,6,res_8,3,9,Subjective Language,Weak,should
ACCUMULO-508,6,res_8,46,50,Subjective Language,Weak,will
ACCUMULO-508,6,res_6,94,135,Nominalization,Ambiguous Nominalization,ideally while trying to maintain locality
ACCUMULO-508,7,res_8,29,34,Subjective Language,Dangerous Plural,a lot
ACCUMULO-508,7,res_9,0,4,Vague Pronoun,Pronoun,This
ACCUMULO-508,7,res_8,5,9,Subjective Language,Weak,will
ACCUMULO-508,7,res_6,48,95,Nominalization,Ambiguous Nominalization,reducing the amount of mapper overhead involved
ACCUMULO-508,8,res_8,13,19,Subjective Language,Dangerous Plural,little
ACCUMULO-508,8,res_9,0,1,Vague Pronoun,Pronoun,I
ACCUMULO-508,8,res_8,20,24,Subjective Language,Weak,will
ACCUMULO-508,9,res_8,9,15,Subjective Language,Imprecise,should
ACCUMULO-508,9,res_9,106,108,Vague Pronoun,Pronoun,it
ACCUMULO-508,9,res_8,9,15,Subjective Language,Weak,should
ACCUMULO-508,9,res_8,109,113,Subjective Language,Weak,will
ACCUMULO-508,9,res_8,128,129,Subjective Language,Vague,/
ACCUMULO-508,9,res_8.1,75,84,Subjective Language,Passive Voice Ambiguity,been made
ACCUMULO-508,10,res_8,5,10,Subjective Language,Imprecise,could
ACCUMULO-508,10,res_1,11,19,Ambiguous Adverb or Adjective,Optional,possibly
ACCUMULO-508,10,res_9,0,4,Vague Pronoun,Pronoun,This
ACCUMULO-508,10,res_8,5,10,Subjective Language,Weak,could
ACCUMULO-508,10,res_8.1,20,31,Subjective Language,Passive Voice Ambiguity,be extended
ACCUMULO-508,10,res_3,45,61,Compound Noun,Ambiguous Compound Nouns,row input format
ACCUMULO-492,1,res_7,14,18,Other / Misc,Ambiguous Positioning,only
ACCUMULO-492,1,res_9,79,81,Vague Pronoun,Pronoun,it
ACCUMULO-492,1,res_8,14,18,Subjective Language,Vague,only
ACCUMULO-492,1,res_6,71,87,Nominalization,Ambiguous Nominalization,parsing it 's XML
ACCUMULO-492,2,res_8,100,103,Subjective Language,Missing Content,etc
ACCUMULO-492,2,res_9,19,22,Vague Pronoun,Pronoun,you
ACCUMULO-492,2,res_9,57,61,Vague Pronoun,Pronoun,your
ACCUMULO-492,2,res_8,6,9,Subjective Language,Weak,may
ACCUMULO-492,2,res_8,23,28,Subjective Language,Weak,would
ACCUMULO-492,2,res_8,0,5,Subjective Language,Vague,There
ACCUMULO-492,3,res_8,3,9,Subjective Language,Imprecise,should
ACCUMULO-492,3,res_9,0,2,Vague Pronoun,Pronoun,We
ACCUMULO-492,3,res_8,3,9,Subjective Language,Weak,should
ACCUMULO-492,3,res_8,86,97,Subjective Language,Vague,appropriate
ACCUMULO-492,3,res_8,59,66,Subjective Language,Vague,various
ACCUMULO-492,3,res_6,18,34,Nominalization,Ambiguous Nominalization,an API mechanism
ACCUMULO-492,4,res_6,19,48,Nominalization,Ambiguous Nominalization,gathering system stats to API
ACCUMULO-490,1,res_9,0,4,Vague Pronoun,Pronoun,This
ACCUMULO-490,1,res_8,17,21,Subjective Language,Weak,will
ACCUMULO-490,1,res_3,35,63,Compound Noun,Ambiguous Compound Nouns,cross language compatibility
ACCUMULO-483,1,res_8,4,8,Subjective Language,Dangerous Plural,some
ACCUMULO-483,1,res_8,57,61,Subjective Language,Dangerous Plural,some
ACCUMULO-483,1,res_9,100,102,Vague Pronoun,Pronoun,it
ACCUMULO-483,2,res_8,3,6,Subjective Language,Dangerous Plural,all
ACCUMULO-483,2,res_8,67,71,Subjective Language,Weak,will
ACCUMULO-483,3,res_9,0,4,Vague Pronoun,Pronoun,This
ACCUMULO-483,3,res_8,23,26,Subjective Language,Weak,can
ACCUMULO-483,3,res_6,46,83,Nominalization,Ambiguous Nominalization,depending on the operations performed
ACCUMULO-483,3,res_6,34,45,Nominalization,Ambiguous Nominalization,performance
ACCUMULO-483,3,res_6,59,83,Nominalization,Ambiguous Nominalization,the operations performed
ACCUMULO-483,4,res_8,5,10,Subjective Language,Imprecise,could
ACCUMULO-483,4,res_8,51,56,Subjective Language,Imprecise,could
ACCUMULO-483,4,res_9,48,50,Vague Pronoun,Pronoun,it
ACCUMULO-483,4,res_9,0,4,Vague Pronoun,Pronoun,This
ACCUMULO-483,4,res_8,5,10,Subjective Language,Weak,could
ACCUMULO-483,4,res_8,51,56,Subjective Language,Weak,could
ACCUMULO-483,4,res_8,44,47,Subjective Language,Vague,but
ACCUMULO-483,4,res_8.1,11,21,Subjective Language,Passive Voice Ambiguity,be handled
ACCUMULO-483,5,res_8,49,52,Subjective Language,Dangerous Plural,any
ACCUMULO-483,5,res_9,0,3,Vague Pronoun,Pronoun,You
ACCUMULO-483,6,res_9,8,11,Vague Pronoun,Pronoun,you
ACCUMULO-483,6,res_6,47,55,Nominalization,Ambiguous Nominalization,doing so
ACCUMULO-483,7,res_8,131,134,Subjective Language,Dangerous Plural,all
ACCUMULO-483,7,res_8,80,85,Subjective Language,Imprecise,could
ACCUMULO-483,7,res_9,156,158,Vague Pronoun,Pronoun,it
ACCUMULO-483,7,res_9,198,200,Vague Pronoun,Pronoun,it
ACCUMULO-483,7,res_9,75,79,Vague Pronoun,Pronoun,this
ACCUMULO-483,7,res_8,80,85,Subjective Language,Weak,could
ACCUMULO-483,7,res_8,86,92,Subjective Language,Vague,easily
ACCUMULO-483,7,res_8,43,49,Subjective Language,Vague,random
ACCUMULO-483,7,res_8.1,60,72,Subjective Language,Passive Voice Ambiguity,be validated
ACCUMULO-483,7,res_8.1,93,100,Subjective Language,Passive Voice Ambiguity,be done
ACCUMULO-483,7,res_6,104,121,Nominalization,Ambiguous Nominalization,offlining a table
ACCUMULO-483,7,res_6,123,212,Nominalization,Ambiguous Nominalization,"purging all location records for it from the ! METADATA table , and bringing it back online"
ACCUMULO-483,7,res_6,189,212,Nominalization,Ambiguous Nominalization,bringing it back online
ACCUMULO-483,7,res_6,18,28,Nominalization,Ambiguous Nominalization,assignment
ACCUMULO-483,8,res_8,132,136,Subjective Language,Dangerous Plural,some
ACCUMULO-483,8,res_8,69,74,Subjective Language,Imprecise,could
ACCUMULO-483,8,res_8,45,47,Subjective Language,Inside Behaviour,at
ACCUMULO-483,8,res_9,48,53,Vague Pronoun,Pronoun,which
ACCUMULO-483,8,res_8,69,74,Subjective Language,Weak,could
ACCUMULO-483,8,res_8,13,17,Subjective Language,Weak,will
ACCUMULO-483,8,res_6,81,99,Nominalization,Ambiguous Nominalization,a major compaction
ACCUMULO-483,8,res_6,151,168,Nominalization,Ambiguous Nominalization,tablet assignment
ACCUMULO-483,9,res_3,7,29,Compound Noun,Ambiguous Compound Nouns,purge locality utility
ACCUMULO-482,1,res_2,86,92,Comparatives and Superlatives,Comparative Adjective,easier
ACCUMULO-482,1,res_3,6,25,Compound Noun,Ambiguous Compound Nouns,thrift proxy server
ACCUMULO-482,1,res_6,34,45,Nominalization,Ambiguous Nominalization,integration
ACCUMULO-482,2,res_8,5,11,Subjective Language,Imprecise,should
ACCUMULO-482,2,res_9,0,4,Vague Pronoun,Pronoun,This
ACCUMULO-482,2,res_8,5,11,Subjective Language,Weak,should
ACCUMULO-482,2,res_8,44,45,Subjective Language,Vague,/
ACCUMULO-482,2,res_8,51,52,Subjective Language,Vague,/
ACCUMULO-482,2,res_8,57,58,Subjective Language,Vague,/
ACCUMULO-482,3,res_3,6,25,Compound Noun,Ambiguous Compound Nouns,thrift proxy server
ACCUMULO-456,2,res_8,11,16,Subjective Language,Weak,would
ACCUMULO-456,3,res_4,5,40,Coordination,Coordination of two verbs preceded by a noun,utility for exporting and importing
ACCUMULO-456,3,res_4,17,47,Coordination,Coordination of two verbs followed by a noun,exporting and importing tables
ACCUMULO-456,3,res_6,17,47,Nominalization,Ambiguous Nominalization,exporting and importing tables
ACCUMULO-456,3,res_6,31,47,Nominalization,Ambiguous Nominalization,importing tables
ACCUMULO-454,1,res_9,0,2,Vague Pronoun,Pronoun,We
ACCUMULO-454,1,res_8,101,111,Subjective Language,Vague,as well as
ACCUMULO-454,1,res_8,83,87,Subjective Language,Vague,both
ACCUMULO-454,1,res_4,51,78,Coordination,Coordination of two nouns followed by another noun,Accumulo and output formats
ACCUMULO-454,1,res_6,112,129,Nominalization,Ambiguous Nominalization,outputting RFiles
ACCUMULO-454,2,res_9,4,6,Vague Pronoun,Pronoun,we
ACCUMULO-454,2,res_9,72,77,Vague Pronoun,Pronoun,which
ACCUMULO-454,2,res_8,78,81,Subjective Language,Weak,may
ACCUMULO-454,2,res_8,0,3,Subjective Language,Vague,But
ACCUMULO-454,2,res_8,85,91,Subjective Language,Vague,useful
ACCUMULO-454,2,res_6,32,116,Nominalization,Ambiguous Nominalization,"doing a mapreduce over existing RFiles , which may be useful for optimizing data flow"
ACCUMULO-454,2,res_6,55,63,Nominalization,Ambiguous Nominalization,existing
ACCUMULO-454,2,res_6,96,116,Nominalization,Ambiguous Nominalization,optimizing data flow
ACCUMULO-454,2,res_6,15,116,Nominalization,Ambiguous Nominalization,"no mechanism for doing a mapreduce over existing RFiles , which may be useful for optimizing data flow"
ACCUMULO-454,3,res_9,118,122,Vague Pronoun,Pronoun,that
ACCUMULO-454,3,res_9,0,2,Vague Pronoun,Pronoun,We
ACCUMULO-454,3,res_9,30,35,Vague Pronoun,Pronoun,which
ACCUMULO-454,3,res_8,114,117,Subjective Language,Vague,but
ACCUMULO-454,4,res_7,23,27,Other / Misc,Ambiguous Positioning,also
ACCUMULO-454,4,res_8,3,9,Subjective Language,Imprecise,should
ACCUMULO-454,4,res_9,51,55,Vague Pronoun,Pronoun,that
ACCUMULO-454,4,res_9,0,2,Vague Pronoun,Pronoun,We
ACCUMULO-454,4,res_8,3,9,Subjective Language,Weak,should
ACCUMULO-454,4,res_3,97,115,Compound Noun,Ambiguous Compound Nouns,file input formats
ACCUMULO-454,5,res_3,0,18,Compound Noun,Ambiguous Compound Nouns,RFile Input Format
ACCUMULO-452,1,res_8,36,39,Subjective Language,Vague,but
ACCUMULO-452,1,res_8,40,45,Subjective Language,Vague,there
ACCUMULO-452,1,res_8,40,48,Subjective Language,Vague,there is
ACCUMULO-452,1,res_6,68,99,Nominalization,Ambiguous Nominalization,partitioning to column families
ACCUMULO-452,2,res_8,35,38,Subjective Language,Dangerous Plural,any
ACCUMULO-452,2,res_8,5,10,Subjective Language,Imprecise,could
ACCUMULO-452,2,res_8,5,10,Subjective Language,Weak,could
ACCUMULO-452,2,res_8.1,11,25,Subjective Language,Passive Voice Ambiguity,be partitioned
ACCUMULO-452,3,res_8,132,137,Subjective Language,Weak,would
ACCUMULO-452,3,res_8,48,54,Subjective Language,Vague,recent
ACCUMULO-452,3,res_8,141,147,Subjective Language,Vague,useful
ACCUMULO-452,3,res_6,39,131,Nominalization,Ambiguous Nominalization,querying recent data and ageing off old data partitioning locality groups based in timestamp
ACCUMULO-452,3,res_6,64,131,Nominalization,Ambiguous Nominalization,ageing off old data partitioning locality groups based in timestamp
ACCUMULO-452,3,res_6,75,96,Nominalization,Ambiguous Nominalization,old data partitioning
ACCUMULO-452,4,res_8,5,10,Subjective Language,Imprecise,could
ACCUMULO-452,4,res_8,86,88,Subjective Language,Inside Behaviour,at
ACCUMULO-452,4,res_9,73,77,Vague Pronoun,Pronoun,that
ACCUMULO-452,4,res_9,0,4,Vague Pronoun,Pronoun,This
ACCUMULO-452,4,res_8,5,10,Subjective Language,Weak,could
ACCUMULO-452,4,res_8.1,11,26,Subjective Language,Passive Voice Ambiguity,be accomplished
ACCUMULO-452,4,res_8.1,78,85,Subjective Language,Passive Voice Ambiguity,is used
ACCUMULO-452,4,res_6,30,113,Nominalization,Ambiguous Nominalization,letting users specify a partitioner plugin that is used at compaction and scan time
ACCUMULO-452,4,res_6,89,113,Nominalization,Ambiguous Nominalization,compaction and scan time
ACCUMULO-452,5,res_8,6,11,Subjective Language,Weak,would
ACCUMULO-448,1,res_8,111,113,Subjective Language,Inside Behaviour,at
ACCUMULO-448,1,res_9,80,85,Vague Pronoun,Pronoun,their
ACCUMULO-448,1,res_9,40,44,Vague Pronoun,Pronoun,they
ACCUMULO-448,1,res_9,14,17,Vague Pronoun,Pronoun,you
ACCUMULO-448,1,res_2,33,39,Comparatives and Superlatives,Comparative Adjective,larger
ACCUMULO-448,1,res_2,65,71,Comparatives and Superlatives,Comparative Adjective,slower
ACCUMULO-448,2,res_8,20,25,Subjective Language,Imprecise,could
ACCUMULO-448,2,res_9,38,42,Vague Pronoun,Pronoun,that
ACCUMULO-448,2,res_9,95,100,Vague Pronoun,Pronoun,their
ACCUMULO-448,2,res_9,122,127,Vague Pronoun,Pronoun,their
ACCUMULO-448,2,res_8,20,25,Subjective Language,Weak,could
ACCUMULO-448,2,res_8.1,26,34,Subjective Language,Passive Voice Ambiguity,be fixed
ACCUMULO-448,2,res_2,101,109,Comparatives and Superlatives,Superlative Adjective,smallest
ACCUMULO-448,2,res_2,128,135,Comparatives and Superlatives,Superlative Adjective,largest
ACCUMULO-448,3,res_6,16,75,Nominalization,Ambiguous Nominalization,standardizing the period of oscillation for server activity
ACCUMULO-448,3,res_6,0,75,Nominalization,Ambiguous Nominalization,Experiment with standardizing the period of oscillation for server activity
ACCUMULO-448,3,res_6,44,75,Nominalization,Ambiguous Nominalization,oscillation for server activity
ACCUMULO-431,1,res_9,99,103,Vague Pronoun,Pronoun,this
ACCUMULO-431,1,res_8,29,32,Subjective Language,Weak,can
ACCUMULO-431,1,res_8,36,42,Subjective Language,Vague,useful
ACCUMULO-431,1,res_6,47,93,Nominalization,Ambiguous Nominalization,giving an overall impression of cluster status
ACCUMULO-431,1,res_6,136,144,Nominalization,Ambiguous Nominalization,existing
ACCUMULO-431,2,res_3,0,31,Compound Noun,Ambiguous Compound Nouns,Add server status visualization
ACCUMULO-420,1,res_9,0,2,Vague Pronoun,Pronoun,It
ACCUMULO-420,1,res_9,84,88,Vague Pronoun,Pronoun,that
ACCUMULO-420,1,res_8,3,6,Subjective Language,Weak,may
ACCUMULO-420,1,res_8,10,16,Subjective Language,Vague,useful
ACCUMULO-420,1,res_8.1,72,79,Subjective Language,Passive Voice Ambiguity,be used
ACCUMULO-420,1,res_6,84,99,Nominalization,Ambiguous Nominalization,that compaction
ACCUMULO-420,2,res_8,70,75,Subjective Language,Imprecise,could
ACCUMULO-420,2,res_9,15,22,Vague Pronoun,Pronoun,someone
ACCUMULO-420,2,res_9,100,104,Vague Pronoun,Pronoun,that
ACCUMULO-420,2,res_9,65,69,Vague Pronoun,Pronoun,they
ACCUMULO-420,2,res_8,70,75,Subjective Language,Weak,could
ACCUMULO-420,2,res_6,82,111,Nominalization,Ambiguous Nominalization,a compaction with that filter
ACCUMULO-420,3,res_6,10,20,Nominalization,Ambiguous Nominalization,compaction
ACCUMULO-418,1,res_8,0,5,Subjective Language,Vague,There
ACCUMULO-418,1,res_8,46,52,Subjective Language,Vague,useful
ACCUMULO-418,1,res_6,16,42,Nominalization,Ambiguous Nominalization,when iterating over RFiles
ACCUMULO-418,2,res_9,0,1,Vague Pronoun,Pronoun,I
ACCUMULO-418,2,res_9,7,11,Vague Pronoun,Pronoun,that
ACCUMULO-418,2,res_9,100,104,Vague Pronoun,Pronoun,this
ACCUMULO-418,2,res_8,29,32,Subjective Language,Weak,can
ACCUMULO-418,2,res_8,85,89,Subjective Language,Vague,easy
ACCUMULO-418,2,res_8,164,172,Subjective Language,Vague,provided
ACCUMULO-418,2,res_8,73,78,Subjective Language,Vague,there
ACCUMULO-418,2,res_8,118,123,Subjective Language,Vague,there
ACCUMULO-418,2,res_8,73,81,Subjective Language,Vague,there is
ACCUMULO-418,2,res_8,118,126,Subjective Language,Vague,there is
ACCUMULO-418,2,res_8.1,33,41,Subjective Language,Passive Voice Ambiguity,be split
ACCUMULO-418,2,res_8.1,124,172,Subjective Language,Passive Voice Ambiguity,is no RFile RecordReader or InputFormat provided
ACCUMULO-404,1,res_8,34,37,Subjective Language,Dangerous Plural,all
ACCUMULO-404,1,res_8,69,75,Subjective Language,Vague,strong
ACCUMULO-404,1,res_4,17,45,Coordination,Coordination of two nouns followed by another noun,1.0.x and 0.23.x all support
ACCUMULO-404,2,res_8,31,36,Subjective Language,Imprecise,could
ACCUMULO-404,2,res_8,100,103,Subjective Language,Missing Content,etc
ACCUMULO-404,2,res_9,0,2,Vague Pronoun,Pronoun,It
ACCUMULO-404,2,res_8,31,36,Subjective Language,Weak,could
ACCUMULO-404,2,res_8,3,8,Subjective Language,Weak,would
ACCUMULO-404,2,res_8,12,18,Subjective Language,Vague,useful
ACCUMULO-404,2,res_8.1,37,50,Subjective Language,Passive Voice Ambiguity,be configured
ACCUMULO-404,3,res_9,8,10,Vague Pronoun,Pronoun,it
ACCUMULO-404,3,res_9,3,7,Vague Pronoun,Pronoun,that
ACCUMULO-404,3,res_8,11,14,Subjective Language,Weak,can
ACCUMULO-404,3,res_8.1,15,21,Subjective Language,Passive Voice Ambiguity,be run
ACCUMULO-403,1,res_9,44,48,Vague Pronoun,Pronoun,that
ACCUMULO-403,1,res_3,4,43,Compound Noun,Ambiguous Compound Nouns,WholeRowIterator support filtering rows
ACCUMULO-403,2,res_9,8,10,Vague Pronoun,Pronoun,it
ACCUMULO-403,3,res_9,0,2,Vague Pronoun,Pronoun,It
ACCUMULO-403,3,res_9,54,58,Vague Pronoun,Pronoun,them
ACCUMULO-403,3,res_8,43,44,Subjective Language,Vague,/
ACCUMULO-403,3,res_6,74,93,Nominalization,Ambiguous Nominalization,using two iterators
ACCUMULO-403,5,res_5,34,37,Negative Statement,Negative,not
ACCUMULO-403,5,res_9,5,8,Vague Pronoun,Pronoun,its
ACCUMULO-403,5,res_9,20,24,Vague Pronoun,Pronoun,that
ACCUMULO-403,5,res_8.1,31,44,Subjective Language,Passive Voice Ambiguity,is not needed
ACCUMULO-403,5,res_6,45,73,Nominalization,Ambiguous Nominalization,using the selection iterator
ACCUMULO-403,6,res_8,13,18,Subjective Language,Imprecise,could
ACCUMULO-403,6,res_9,56,60,Vague Pronoun,Pronoun,that
ACCUMULO-403,6,res_9,0,4,Vague Pronoun,Pronoun,This
ACCUMULO-403,6,res_8,13,18,Subjective Language,Weak,could
ACCUMULO-403,6,res_8,35,39,Subjective Language,Vague,easy
ACCUMULO-403,6,res_8.1,19,26,Subjective Language,Passive Voice Ambiguity,be made
ACCUMULO-403,7,res_8,13,18,Subjective Language,Imprecise,could
ACCUMULO-403,7,res_9,43,47,Vague Pronoun,Pronoun,that
ACCUMULO-403,7,res_9,76,80,Vague Pronoun,Pronoun,they
ACCUMULO-403,7,res_8,13,18,Subjective Language,Weak,could
ACCUMULO-403,7,res_4,89,111,Coordination,Coordination of two verbs followed by a noun,select or filter a row
ACCUMULO-403,8,res_7,30,39,Other / Misc,Continuance,following
ACCUMULO-403,8,res_8,0,5,Subjective Language,Imprecise,Could
ACCUMULO-403,8,res_9,11,20,Vague Pronoun,Pronoun,something
ACCUMULO-403,8,res_8,0,5,Subjective Language,Weak,Could
ACCUMULO-403,9,res_7,150,155,Other / Misc,Continuance,Below
ACCUMULO-403,9,res_9,204,208,Vague Pronoun,Pronoun,that
ACCUMULO-403,9,res_9,222,226,Vague Pronoun,Pronoun,that
ACCUMULO-403,9,res_8,103,104,Subjective Language,Vague,(
ACCUMULO-403,9,res_8,161,167,Subjective Language,Vague,simple
ACCUMULO-403,9,res_3,181,203,Compound Noun,Ambiguous Compound Nouns,row selection iterator
ACCUMULO-403,10,res_7,286,290,Other / Misc,Ambiguous Positioning,only
ACCUMULO-403,10,res_7,340,344,Other / Misc,Ambiguous Positioning,also
ACCUMULO-403,10,res_8,297,300,Subjective Language,Dangerous Plural,few
ACCUMULO-403,10,res_1,321,329,Ambiguous Adverb or Adjective,Optional,probably
ACCUMULO-403,10,res_9,209,213,Vague Pronoun,Pronoun,this
ACCUMULO-403,10,res_8,95,96,Subjective Language,Vague,(
ACCUMULO-403,10,res_8,214,218,Subjective Language,Vague,more
ACCUMULO-403,10,res_8,393,397,Subjective Language,Vague,more
ACCUMULO-403,10,res_8,286,290,Subjective Language,Vague,only
ACCUMULO-403,10,res_2,238,242,Comparatives and Superlatives,Comparative Adverb,more
ACCUMULO-403,10,res_2,360,365,Comparatives and Superlatives,Comparative Adverb,faster
ACCUMULO-403,10,res_2,430,434,Comparatives and Superlatives,Comparative Adverb,more
ACCUMULO-403,10,res_3,125,146,Compound Noun,Ambiguous Compound Nouns,              Text row
ACCUMULO-403,10,res_3,239,251,Compound Noun,Ambiguous Compound Nouns,rows w/ lots
ACCUMULO-403,10,res_6,199,208,Nominalization,Ambiguous Nominalization,"scanning ,"
ACCUMULO-403,10,res_6,340,373,Nominalization,Ambiguous Nominalization,also seeking the         //columns
ACCUMULO-403,10,res_6,309,317,Nominalization,Ambiguous Nominalization,scanning
ACCUMULO-403,11,res_8,8,9,Subjective Language,Vague,(
ACCUMULO-403,11,res_8,20,21,Subjective Language,Vague,(
ACCUMULO-403,11,res_8,127,128,Subjective Language,Vague,(
ACCUMULO-403,11,res_8,139,140,Subjective Language,Vague,(
ACCUMULO-403,12,res_8,7,14,Subjective Language,Vague,general
ACCUMULO-403,12,res_3,15,37,Compound Noun,Ambiguous Compound Nouns,row selection iterator
ACCUMULO-394,1,res_8,88,91,Subjective Language,Dangerous Plural,all
ACCUMULO-394,1,res_3,109,132,Compound Noun,Ambiguous Compound Nouns,column visibility label
ACCUMULO-394,1,res_6,43,53,Nominalization,Ambiguous Nominalization,mechanisms
ACCUMULO-394,2,res_7,109,113,Other / Misc,Ambiguous Positioning,even
ACCUMULO-394,2,res_8,54,57,Subjective Language,Dangerous Plural,all
ACCUMULO-394,2,res_8,69,72,Subjective Language,Dangerous Plural,all
ACCUMULO-394,2,res_9,0,1,Vague Pronoun,Pronoun,I
ACCUMULO-394,2,res_8,10,15,Subjective Language,Vague,there
ACCUMULO-394,3,res_7,8,12,Other / Misc,Ambiguous Positioning,even
ACCUMULO-394,4,res_7,0,4,Other / Misc,Ambiguous Positioning,Also
ACCUMULO-394,4,res_9,31,36,Vague Pronoun,Pronoun,those
ACCUMULO-394,4,res_6,31,72,Nominalization,Ambiguous Nominalization,those Key elements instead of just values
ACCUMULO-394,5,res_8,8,13,Subjective Language,Dangerous Plural,a lot
ACCUMULO-394,5,res_9,68,70,Vague Pronoun,Pronoun,it
ACCUMULO-394,5,res_9,60,61,Vague Pronoun,Pronoun,I
ACCUMULO-394,5,res_9,73,82,Vague Pronoun,Pronoun,something
ACCUMULO-394,5,res_9,36,40,Vague Pronoun,Pronoun,this
ACCUMULO-394,5,res_8,0,5,Subjective Language,Vague,There
ACCUMULO-394,5,res_6,89,101,Nominalization,Ambiguous Nominalization,looking into
ACCUMULO-394,6,res_8,11,17,Subjective Language,Imprecise,should
ACCUMULO-394,6,res_9,0,1,Vague Pronoun,Pronoun,I
ACCUMULO-394,6,res_9,33,42,Vague Pronoun,Pronoun,something
ACCUMULO-394,6,res_9,8,10,Vague Pronoun,Pronoun,we
ACCUMULO-394,6,res_8,11,17,Subjective Language,Weak,should
ACCUMULO-394,6,res_6,171,183,Nominalization,Ambiguous Nominalization,being saught
ACCUMULO-394,7,res_8,19,25,Subjective Language,Imprecise,should
ACCUMULO-394,7,res_8,88,94,Subjective Language,Imprecise,should
ACCUMULO-394,7,res_9,16,18,Vague Pronoun,Pronoun,it
ACCUMULO-394,7,res_9,193,194,Vague Pronoun,Pronoun,I
ACCUMULO-394,7,res_9,140,149,Vague Pronoun,Pronoun,something
ACCUMULO-394,7,res_9,128,132,Vague Pronoun,Pronoun,this
ACCUMULO-394,7,res_9,150,152,Vague Pronoun,Pronoun,we
ACCUMULO-394,7,res_9,82,87,Vague Pronoun,Pronoun,which
ACCUMULO-394,7,res_8,133,136,Subjective Language,Weak,may
ACCUMULO-394,7,res_8,19,25,Subjective Language,Weak,should
ACCUMULO-394,7,res_8,88,94,Subjective Language,Weak,should
ACCUMULO-394,7,res_8,124,127,Subjective Language,Vague,but
ACCUMULO-394,7,res_6,52,122,Nominalization,Ambiguous Nominalization,the exception of visibilities which should be logically ANDed together
ACCUMULO-394,8,res_6,22,48,Nominalization,Ambiguous Nominalization,combining multiple columns
ACCUMULO-391,1,res_9,14,16,Vague Pronoun,Pronoun,we
ACCUMULO-391,1,res_9,40,45,Vague Pronoun,Pronoun,which
ACCUMULO-391,1,res_3,24,39,Compound Noun,Ambiguous Compound Nouns,MR input method
ACCUMULO-391,2,res_9,12,14,Vague Pronoun,Pronoun,it
ACCUMULO-391,2,res_9,0,1,Vague Pronoun,Pronoun,I
ACCUMULO-391,2,res_8,2,7,Subjective Language,Weak,would
ACCUMULO-391,2,res_8,67,68,Subjective Language,Vague,/
ACCUMULO-391,2,res_8,114,115,Subjective Language,Vague,/
ACCUMULO-391,2,res_8,83,139,Subjective Language,Unclear Associativity,or alternatively have the Table/Key be the key tuple and
ACCUMULO-391,2,res_6,12,81,Nominalization,Ambiguous Nominalization,it making the table the mapper 's key and making the Key / Value a tuple
ACCUMULO-391,2,res_6,53,81,Nominalization,Ambiguous Nominalization,making the Key / Value a tuple
ACCUMULO-391,2,res_6,151,173,Nominalization,Ambiguous Nominalization,Values being the value
