projectID,key,creationDate,resolutionDate,updateDate,dueDate,resolution,type,priority,fixVersions,versions,timeSpent,aggregatedTimeSpent,timeEstimate,timeOriginalEstimate,aggregateTimeEstimate,progressPercent,componentName,componentDescription,description,summary,watchCount,votes,labels,creatorName,creatorActive,assignee,reporter
ambari,AMBARI-1668,2013-03-19T23:11:03.000+0000,2013-04-06T02:02:25.000+0000,2013-08-13T20:42:47.000+0000,,Fixed,New Feature,Major,,,,,,,,,['ambari-web'],['Ambari Web UI'],,HDFS Mirroring: Add Data Set Popup,3,,,akandregula,True,akandregula,akandregula
ambari,AMBARI-1663,2013-03-19T02:20:18.000+0000,2013-03-23T04:50:44.000+0000,2013-05-08T19:09:45.000+0000,,Fixed,New Feature,Major,['1.2.3'],['1.2.3'],,,,,,,,,,Allow adding host components to existing hosts,2,,,xiwang0309,True,xiwang0309,xiwang0309
ambari,AMBARI-1653,2013-03-16T01:18:31.000+0000,2013-03-23T04:38:12.000+0000,2013-05-08T19:09:45.000+0000,,Fixed,New Feature,Major,['1.2.3'],['1.2.3'],,,,,,,['ambari-web'],['Ambari Web UI'],,HDFS Mirroring: Display DataSets table,3,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-1650,2013-03-15T21:06:09.000+0000,2013-04-06T02:02:24.000+0000,2013-06-11T03:31:03.000+0000,,Fixed,New Feature,Major,['1.2.4'],['1.2.3'],,,,,,,,,,Add Oracle and MySQL option for Oozie during Ambari cluster install,2,,,xiwang0309,True,xiwang0309,xiwang0309
ambari,AMBARI-1639,2013-03-14T07:34:41.000+0000,2013-06-11T00:21:48.000+0000,2013-06-11T00:22:37.000+0000,,Fixed,New Feature,Major,['1.2.5'],['1.2.5'],,,,,,,['ambari-web'],['Ambari Web UI'],"It would be great if the Ambari Web Dashboard had an inventory of widgets for showing various metrics (point-in-time values, time-series graphs, pie/donut charts, dials, histograms, etc) and allowed the user to select which ones to display and where to display them.  Also, it would be useful if the user could specify the thresholds for highlighting these metrics in different colors to alert the user.",Customizable Dashboard for Ambari Web,1,,,u39kun,True,xiwang0309,u39kun
ambari,AMBARI-1618,2013-03-12T17:53:06.000+0000,2013-03-13T23:51:59.000+0000,2013-08-13T20:42:54.000+0000,,Fixed,New Feature,Major,,,,,,,,,['ambari-web'],['Ambari Web UI'],,"HDFS Mirroring: Create Mapper, Model, Mock Data for Cluster",2,,,akandregula,True,akandregula,akandregula
ambari,AMBARI-1611,2013-03-12T04:59:30.000+0000,2013-10-17T21:21:41.000+0000,2013-10-17T21:21:41.000+0000,,Fixed,New Feature,Major,['1.2.5'],['1.2.3'],,,,,,,['ambari-web'],['Ambari Web UI'],,Add ability to start and stop all services from Services page,2,,,u39kun,True,,u39kun
ambari,AMBARI-1558,2013-03-06T04:49:03.000+0000,2013-04-15T22:13:00.000+0000,2013-05-08T19:09:31.000+0000,,Fixed,New Feature,Major,['1.2.3'],['1.2.3'],,,,,,,['ambari-web'],['Ambari Web UI'],,Script to add host components to existing hosts,3,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-1538,2013-03-01T19:24:00.000+0000,2013-03-01T22:13:14.000+0000,2013-05-08T19:09:22.000+0000,,Fixed,New Feature,Major,['1.2.3'],['1.2.3'],,,,,,,['ambari-web'],['Ambari Web UI'],Implement Step 3 of the Stack Upgrade Wizard to show progress and allow Retry on warning/failure.,Stack Upgrade Wizard - Step 3 (Progress and Retry),2,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-1509,2013-02-27T00:54:16.000+0000,2013-02-27T19:55:56.000+0000,2013-05-14T15:19:42.000+0000,,Fixed,New Feature,Major,['1.3.0'],['1.2.2'],,,,,,,['ambari-web'],['Ambari Web UI'],"Currently service configurations are cluster wide. There is no ability to provide different configurations for different hosts, for a property. This would be very beneficial in providing different mount folders, or heap-size settings for a group of hosts.",Frontend: For service configurations provide ability to enter host level exceptions,2,,,srimanth.gunturi,True,srimanth.gunturi,srimanth.gunturi
ambari,AMBARI-1481,2013-02-22T20:41:02.000+0000,2013-02-22T21:37:08.000+0000,2013-05-08T19:09:38.000+0000,,Fixed,New Feature,Major,['1.2.3'],['1.2.3'],,,,,,,['ambari-web'],['Ambari Web UI'],,Stack Upgrade Wizard - Step 2 (confirm and check all master components are running) ,2,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-1469,2013-02-22T01:24:52.000+0000,2013-02-22T08:07:27.000+0000,2013-05-08T19:09:25.000+0000,,Fixed,New Feature,Major,['1.2.3'],['1.2.3'],,,,,,,['ambari-web'],['Ambari Web UI'],,Allow user to add multiple HBase masters in Install Wizard,2,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-1468,2013-02-22T01:24:23.000+0000,2013-02-22T08:05:57.000+0000,2013-05-08T19:09:31.000+0000,,Fixed,New Feature,Major,['1.2.3'],['1.2.3'],,,,,,,['ambari-web'],['Ambari Web UI'],,Stack Upgrade Wizard - Step 1 (show services and versions),2,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-1459,2013-02-20T22:36:34.000+0000,2013-02-20T22:41:24.000+0000,2013-05-08T19:09:44.000+0000,,Fixed,New Feature,Major,['1.2.3'],['1.2.3'],,,,,,,['ambari-web'],['Ambari Web UI'],"Add Cluster page under the Admins tab.  This page is used to show the currently installed Stack version, services and their versions, and whether a stack upgrade is available.",Add Admin > Cluster page,2,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-1422,2013-02-12T20:21:57.000+0000,2013-03-19T20:21:59.000+0000,2013-05-08T17:01:05.000+0000,,Fixed,New Feature,Major,['1.2.3'],,,,259200,259200,259200,,,,"This context value will be added to the associated ""request"" resource to give some context as to what the request was doing.  The context value will only have meaning for asynchronous requests and will be ignored for synchronous requests.  This is a request from the UI team.","Allow client to specify a ""context"" value for asynchronous requests",2,,,jspeidel,True,jspeidel,jspeidel
ambari,AMBARI-1377,2013-02-12T16:44:08.000+0000,2014-03-11T20:09:53.000+0000,2014-03-11T20:09:53.000+0000,,Done,New Feature,Major,['1.5.0'],,,,,,,,,,"Provide ability to move master components of services to different host after installation. For example, move HDFS NameNode to a different host in the cluster after the install or at some later date etc, etc.

This is the list of Master Components to support re-assign, grouped by priority order.

P0. Master Components to Support

HDFS: NameNode
HDFS: SecondaryNameNode
MapReduce: JobTracker + HistoryServer
HBase: MasterServer

P1. Master Components to Support

Oozie: Server

P2. Master Components to Support

Hive: Metastore
Hive: HiveServer2
WebHCat: Server

P3. Master Components to Support

Ganglia: Gangalia Collector
Nagios: Nagios Server


Support moving a single master component at a time. For example: Services > HDFS, under the ""Maintenance"" dropdown, add options ""Reassign NameNode"" and ""Reassign SNameNode"". After selecting the option, popup wizard walks user through the re-assign:

Step 1: List all the manual steps that the user must explicitly do after Step 2. ( that Ambari doesnt do for him. )

Step 2: Select the target host. User should be presented with a list of possible target hosts in the cluster.
TODO: Need to determine what it means to be a target. What criteria does that host need to meet? Can it be running other master components? Slave components? Which ones and/or how many? This answer might be master component dependent so need to define this for each of the Master Components listed above.

Step 3: Ask the user to reconfigure the component for this new host. [ Similar to, each Category Section of Step 7 of Install Wizard ] for example select mount points for the new host before reassigning the component.

Step 4: Ask user to confirm.

Step 5: Show the order and state of tasks with live update. For example, stopping services, installing component on target host, applying config, adjusting cluster settings for new master host, restarting services, removing old master component (from source host).

Step 6: Complete.",Add ability to move master components after initial setup,3,,,ncole@hortonworks.com,True,ncole@hortonworks.com,ncole@hortonworks.com
ambari,AMBARI-1349,2013-02-06T00:29:04.000+0000,2013-02-06T00:54:24.000+0000,2013-02-28T21:17:21.000+0000,,Fixed,New Feature,Major,['1.2.2'],['1.2.1'],,,,,,,['ambari-web'],['Ambari Web UI'],,Expose host-specific Nagios alerts in Ambari Web,2,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-1294,2013-01-29T19:27:39.000+0000,2013-01-31T22:34:23.000+0000,2013-02-01T17:08:36.000+0000,,Fixed,New Feature,Major,,['1.2.1'],,,,,,,,,"Add additional query operators including 'isEmpty' to determine if a category contains any properties.

For example: ?category.isEmpty()
Should return true if there are no properties in the category named 'category'; otherwise it should return false.",Ambari API: Add additional query operator 'isEmpty' for categories,2,,,jspeidel,True,jspeidel,jspeidel
ambari,AMBARI-1280,2013-01-29T01:53:59.000+0000,2013-01-29T19:20:01.000+0000,2013-05-08T17:00:53.000+0000,,Fixed,New Feature,Major,['1.2.3'],['1.2.1'],,,,,,,,,"Provide support for explicit predicate grouping using brackets.

Example: a=1&(b=2|c=3)",Ambari API: Support explicit predicate grouping,2,,,jspeidel,True,jspeidel,jspeidel
ambari,AMBARI-1194,2013-01-15T18:29:48.000+0000,2013-01-24T01:44:19.000+0000,2013-05-07T23:07:37.000+0000,,Fixed,New Feature,Critical,"['1.2.1', '1.2.3']",['1.2.0'],,,,,,,,,"We need to be able to allow the user to reconfigure the cluster if installation fails.
It would greatly simplify UI logic if the API supported cascade delete of the cluster (delete the cluster and all of its sub-resources).
This way, the UI can simply issue DELETE on cluster and proceed as if performing a fresh cluster install. This minimizes code changes on the UI side to support AMBARI-1193.",API support for cascade delete of a specified cluster,2,,,u39kun,True,tbeerbower,u39kun
ambari,AMBARI-1180,2013-01-15T00:56:01.000+0000,2013-01-25T04:50:20.000+0000,2013-05-02T02:30:00.000+0000,,Fixed,New Feature,Critical,['1.2.1'],['1.2.0'],,,,,,,['ambari-web'],['Ambari Web UI'],"In the host registration results page (Step 3 of Install Wizard), display host check results performed by the agents (AMBARI-1163).
UI needs to show warnings in an actionable manner (which checks caused warnings and what needs to be done to correct them).
In case warnings are encountered, the user needs to be able to re-run the checks.
The user can choose to proceed to the next step even if there are warnings. ",Display host check status results given by the agent as part of host registration,2,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-1147,2013-01-10T20:22:07.000+0000,2013-01-10T20:24:38.000+0000,2013-01-10T20:31:58.000+0000,,Fixed,New Feature,Major,['1.2.0'],['1.2.0'],,,,,,,['ambari-web'],['Ambari Web UI'],,Handling Hive/HCat/WebHCat configuration parameters with Ambari Web,1,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-1018,2012-11-16T21:34:40.000+0000,2012-12-14T03:38:56.000+0000,2012-12-14T03:38:56.000+0000,,Fixed,New Feature,Major,,,,,,,,,,,"Add API functionality for a user to query a resource and add sub-resources(all of the same type) to the matching set of resources.

For example, to add the ""SECONDARY_NAMENODE"" and ""HDFS_CLIENT"" host components where the service name is HDFS:

POST http://localhost/api/v1/clusters/mycluster/services?ServiceInfo/service_name=HDFS
{
""components"" : [
{""ServiceComponentInfo"" : {
        ""component_name"" : ""SECONDARY_NAMENODE""
      }
},
{""ServiceComponentInfo"" : {
        ""component_name"" : ""HDFS_CLIENT""
      }
}
] }

The msg body must start with the name of the sub-resource collection that the new resources are to be added to, in this case ""components"".  This name can be determined by doing a get on the resource that is being queried.  For each resource being added, provide a new array element and provide all of the properties that are required.  It is not necessary(or possible) to provide the values of all foreign key properties for ancestors, they are added implicitly.  So, in this case there is no need to provide the clusterId, or serviceId.  

The resources defined in the body are added as sub-resources to all resources that match the provided query.  In this example, only one service will match the query, but any valid query can be used to match any number of resources.

At the time of this checkin, it is necessary to provide a query for this functionality.  Therefore, to add the sub-resources to all resources, you need to provide a query that will match all resources(It can be a bugs query such as name!=bogus).  This is temporary and will be fixed in a subsequent commit.  ",Add API support for creating multiple sub-resources to multiple resources in a single request,2,,,jspeidel,True,jspeidel,jspeidel
ambari,AMBARI-971,2012-11-06T18:48:44.000+0000,2012-11-07T08:26:53.000+0000,2012-11-07T08:26:53.000+0000,,Fixed,New Feature,Major,['ambari-666'],,,,,,,,,,"Add the ability to create multiple resources of the same type by providing an array of resource properties in the http body.

For example, to create multiple service resources for the cluster named ""mycluster"":

POST htp://myHost:8080/api/v1/clusters/mycluster/services
[ 
{""ServiceInfo"" : {
        ""service_name"" : ""PIG""
      }
},
{""ServiceInfo"" : {
        ""service_name"" : ""OOZIE""
      }
},
{""ServiceInfo"" : {
        ""service_name"" : ""HIVE""
      }
}
]
",Add api support for creating multiple resources in a single request,2,,,jspeidel,True,jspeidel,jspeidel
ambari,AMBARI-649,2012-07-18T22:57:43.000+0000,,2012-08-31T23:52:06.000+0000,,,New Feature,Major,,,,,,,,,,,"To round out the trifecta (the other 2 of which are https://issues.apache.org/jira/browse/AMBARI-645 and https://issues.apache.org/jira/browse/AMBARI-646), we need to ensure that our Puppet layer queries the rack info stored in the Ambari DB and generates (and propagates) the appropriate rack-related config files needed by the various Hadoop components.",Propagate Rack Info From Ambari DB To Hadoop Components,1,,['AMBARI-666'],reznor,True,,reznor
ambari,AMBARI-631,2012-07-12T01:07:22.000+0000,2012-07-12T01:11:24.000+0000,2012-07-12T01:11:24.000+0000,,Fixed,New Feature,Major,['1.0'],['1.0'],,,,,,,,,,Set the new Hadoop stack version in the database upon successful upgrade,1,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-623,2012-07-11T17:08:56.000+0000,2012-07-11T17:15:07.000+0000,2012-07-11T17:16:00.000+0000,,Fixed,New Feature,Major,['1.0'],['1.0'],,,,,,,,,"Instead of requiring 3 separate inputs from the user for upgrading (for uninstall, reconfigure, and deploy), just have the user click on the ""Upgrade Now"" button after specifying the SSH private key file.  Ask the user for confirmation (as it will first uninstall the stack as part of the upgrade process).  Once the user confirms, the SSH private key file is uploaded and the upgrade process is triggered; there's no further input required from the user until the upgrade completes successfully, or if there's an issue that requires the user to fix (after fixing the problem, the user can click on ""Retry"" to continue with the upgrade process).",Streamline UI flow for Hadoop stack upgrade,1,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-621,2012-07-11T02:36:26.000+0000,2012-07-11T02:41:07.000+0000,2012-07-11T02:41:07.000+0000,,Fixed,New Feature,Major,['1.0'],['0.9.0'],,,,,,,,,,"On Cluster Summary page, show Hadoop stack version information and ""Upgrade available"" link if a newer version of the stack is available",1,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-616,2012-07-09T20:22:23.000+0000,2012-07-16T23:48:05.000+0000,2012-07-16T23:48:05.000+0000,,Fixed,New Feature,Major,['1.0'],,,,,,,,,,"Currently, tasktrackers are started with heapsize set to a hardcoded value i.e. -Xmx1024. ",Enable configuration of heapsize for TaskTracker,1,,,hitesh,True,hitesh,hitesh
ambari,AMBARI-605,2012-07-06T03:32:07.000+0000,2012-07-06T04:55:26.000+0000,2012-07-06T04:55:36.000+0000,,Fixed,New Feature,Major,['1.0'],['0.9.0'],,,,,,,,,"Add the UI flow for handling Ambari and Hadoop stack version upgrades.
The assumption is that the Ambari RPM has been upgraded and the necessary database schema upgrade has been applied already (this is to be implemented).
Upon hitting any Ambari URL, the user is taken to the Upgrade wizard to complete upgrading the Hadoop stack bits (if this is necessary). 
To upgrade the stack, first we uninstall the stack while retaining data, have the user reconfigure services, and then install/start the new version of the stack.
This is still preliminary and to be improved upon and merged with actual backend calls (yet to be implemented).
Currently the front-end code is mocked with Sinon.JS so that XHR (AJAX) calls can be intercepted to return hard-coded values.

Also, to ease development in general, a new parameter was added to php/conf/Config.inc called $GLOBALS[""BYPASS_ROUTER""].  Setting this to TRUE, the router (hmc/html/_router.php - used to be called hmc/html/head.inc - the interceptor that is invoked upon hitting all front-end PHP pages) will not cause any forced redirects/forwards regardless of the application state.  For production, this is to be set to FALSE to protect the users from performing actions that could lead the cluster to be in an inconsistent state.


",Add UI flow/groundwork for handling Ambari / Hadoop stack version upgrades,1,,,u39kun,True,u39kun,u39kun
ambari,AMBARI-545,2012-06-11T22:22:15.000+0000,2012-08-25T17:19:56.000+0000,2012-08-25T17:19:56.000+0000,,Fixed,New Feature,Major,,,,,,,,,,,Umbrella jira to cover all issues related to getting Ambari to work for RHEL6/CentOS6 clusters.,Support RHEL6 installs,2,1,,hitesh,True,hitesh,hitesh
ambari,AMBARI-231,2012-05-11T20:52:21.000+0000,2012-05-15T02:41:09.000+0000,2012-07-04T21:54:54.000+0000,,Fixed,New Feature,Major,['0.9.0'],['0.9.0'],,,,,,,,,"Currently there is no option to cleanup hadoop data i.e. name dirs, data dirs, log dirs, pid dirs and rpms",Support hadoop cleanup,1,,,rramya,True,rramya,rramya
ambari,AMBARI-174,2011-12-24T16:00:11.000+0000,2011-12-25T23:36:31.000+0000,2011-12-25T23:36:31.000+0000,,Fixed,New Feature,Major,,,,,,,,,,,"AMBARI-171 handles retries of commands on the agent side. This jira makes the controller aware of nodes where repeated tries of any command execution failed, and marks such nodes unhealthy. The nodes are put back in the healthy state when the agent is restarted.",Controller marks nodes unhealthy upon command execution failures,,,,devaraj,True,devaraj,devaraj
ambari,AMBARI-171,2011-12-22T02:15:30.000+0000,2011-12-23T03:01:03.000+0000,2011-12-23T03:01:04.000+0000,,Fixed,New Feature,Major,,,,,,,,,,,,Agents should retry failed actions,,,,devaraj,True,devaraj,devaraj
ambari,AMBARI-119,2011-10-31T21:01:22.000+0000,2012-06-21T02:14:27.000+0000,2012-06-21T02:14:28.000+0000,,Invalid,New Feature,Major,['0.1.0'],['0.1.0'],,,,,,,['ambari-agent'],['Ambari Agent'],"Proposed directory structure layout:

{noformat}
$prefix/$cluster-$role/stacks
                      /config
                      /logs/
                      /data/disk-*/
                      /pkgs/hadoop-*.tar.gz
                      /config/hadoop/core-site.xml
{noformat}

One optimization that Owen proposed is to make the directory structure shorter for client.

{noformat}
$prefix/$cwd/stacks
            /config
            /logs
            /data/disk-*/
            /pkgs/hadoop-*.tar.gz
            /config/hadoop/core-site.xml
{noformat}

Action send by controller will contain ""current working directory"", which agent will record the cluster and role mapping to current working directory.",Add database to map cluster-role to current working directory,1,,,eyang,True,eyang,eyang
ambari,AMBARI-107,2011-10-26T22:17:56.000+0000,2011-11-01T17:05:55.000+0000,2011-11-01T17:05:55.000+0000,,Fixed,New Feature,Major,['0.1.0'],['0.1.0'],,,,,,,['infra'],"['Project infrastructure including builds, releases mechanics and automation']",Javadoc and rest api is current generated from a maven profile.  They should be generated as part of site.,Improve javadoc and site generation,,,,eyang,True,eyang,eyang
ambari,AMBARI-99,2011-10-25T00:44:07.000+0000,2011-11-01T17:13:25.000+0000,2011-11-01T17:13:25.000+0000,,Fixed,New Feature,Major,['0.1.0'],['0.1.0'],,,,,,,"['ambari-server', 'ambari-web', 'documentation', 'infra', 'site']","['Ambari Server', 'Ambari Web UI', 'Documentation', 'Project infrastructure including builds, releases mechanics and automation', 'Project site http://ambari.apache.org/']","Jersey can automatically generate REST API documentation from javadoc.  The trick is generating application.wadl then apply wadl.xslt stylesheet to generate human readable html file and integrate it as part of site generation.  The last part is to automatically generate schema.xsd from Java class, and link it to the generated application html.",Add REST API and schema.xsd document to site generation,,,,eyang,True,eyang,eyang
ambari,AMBARI-84,2011-10-19T00:02:50.000+0000,2011-10-21T21:46:53.000+0000,2011-10-21T21:46:53.000+0000,,Fixed,New Feature,Major,['0.1.0'],['0.1.0'],,,,,,,['ambari-agent'],['Ambari Agent'],"In Owen's acd document (Ambari Configuration Definition), it describes three different ways of writing config files.

copyProperties
copyXml
copySh

Those feature should be implemented in ambari_component",Implement config file write in ambari_component as described in acd,,,,eyang,True,eyang,eyang
ambari,AMBARI-69,2011-10-13T17:56:40.000+0000,2011-10-13T20:43:06.000+0000,2011-10-13T20:43:06.000+0000,,Fixed,New Feature,Major,['0.1.0'],['0.1.0'],,,,,,,['ambari-agent'],['Ambari Agent'],"For plugin to invoke python script, there is a predefined set of libraries.  The supported functions are:

{noformat}
copyXml(config, options)
copySh(config, options)
install(cluster, role, packages)
{noformat}

This jira tracks the skeleton setup for ambari component.",Add python library skeleton for ambari component,,,,eyang,True,eyang,eyang
ambari,AMBARI-66,2011-10-13T01:42:29.000+0000,2011-10-13T20:43:34.000+0000,2011-10-13T20:43:34.000+0000,,Fixed,New Feature,Major,,,,,,,,,,,Need a package install action that is compatible with heartbeat based controller.,Add PACKAGE install action,,,,eyang,True,eyang,eyang
ambari,AMBARI-65,2011-10-12T22:43:34.000+0000,2011-10-13T20:26:20.000+0000,2011-10-13T20:26:21.000+0000,,Fixed,New Feature,Major,['0.1.0'],['0.1.0'],,,,,,,['ambari-agent'],['Ambari Agent'],"Proposed cluster structure layout is:

{noformat}
$prefix/clusters/$cluster-$role/stack/
                               /logs/
                               /data/disk-*/
                               /pkgs/hadoop-*.tar.gz
                               /config/hadoop/core-site.xml
{noformat}

CREATE_STRUCTURE_ACTION and DELETE_STRUCTURE_ACTION are used to create layout for a given cluster.",Create/remove directory structure for cluster,,,,eyang,True,eyang,eyang
ambari,AMBARI-39,2011-10-05T00:56:05.000+0000,2011-10-07T20:51:59.000+0000,2011-10-07T20:51:59.000+0000,,Fixed,New Feature,Major,['0.1.0'],,,,,,,,,,"org.apache.ambari.controller.Clusters stores the goal state of the cluster, and org.apache.ambari.resource.statemachine.Cluster stores the transition states.  There is a gap that needs to be bridged between the two APIs.",Integration of REST API create cluster with controller state machine,,,,eyang,True,eyang,eyang
ambari,AMBARI-18,2011-09-29T17:10:22.000+0000,2011-09-30T01:07:35.000+0000,2011-09-30T01:07:35.000+0000,,Fixed,New Feature,Major,['0.1.0'],['0.1.0'],,,,,,,['ambari-agent'],['Ambari Agent'],"Add special command to write configuration file with proper ownership and permission setup.

The required fields are:

* Username
* Group
* Permission
* Filename
* Content

Example:

{noformat}
cmd = [ 'ambari-write-file', 'eyang', 'staff', 0777, ""/tmp/_file_write_test"", ""This is content of the file"" ]
FileUtil.writeFile(cmd)
{noformat}",Add special command to write config file,,,,eyang,True,eyang,eyang
ambari,AMBARI-15,2011-09-27T21:46:24.000+0000,2011-10-01T01:43:07.000+0000,2011-10-01T01:43:07.000+0000,,Fixed,New Feature,Major,['0.1.0'],['0.1.0'],,,,,,,"['ambari-agent', 'ambari-server']","['Ambari Agent', 'Ambari Server']","Agent communicates with controller via REST API.  Controller resource rest api should setup authentication mechanism, and agent should call controller resource with the same credential.
",Implement agent to controller authentication via shared secrets,,,,eyang,True,eyang,eyang
ambari,AMBARI-11,2011-09-24T21:09:02.000+0000,2011-10-01T01:43:18.000+0000,2011-10-01T01:43:18.000+0000,,Fixed,New Feature,Major,['0.1.0'],['0.1.0'],,,,,,,['ambari-agent'],['Ambari Agent'],Implement periodic heartbeat from agent calling to controller.,Implement Agent to Controller Heartbeat,,,,eyang,True,eyang,eyang
ambari,AMBARI-6,2011-09-23T01:20:20.000+0000,2011-09-23T13:12:10.000+0000,2011-09-23T13:12:10.000+0000,,Fixed,New Feature,Major,['0.1.0'],['0.1.0'],,,,,,,,,Moving Clusters and Nodes container objects into controller. Currently they are part of client/entities. ,Moving Clusters and Nodes container objects into controller,,,,vitthal_gogate,True,vitthal_gogate,vitthal_gogate
ambari,AMBARI-5,2011-09-22T23:30:33.000+0000,2011-09-23T13:11:02.000+0000,2011-09-23T13:11:02.000+0000,,Fixed,New Feature,Major,['0.1.0'],['0.1.0'],,,,,,,['ambari-server'],['Ambari Server'],Adding some left over changes to svn after initial import of Ambari code from git. ,Added some left over changes from git repository for Ambari REST APIs,,,,vitthal_gogate,True,vitthal_gogate,vitthal_gogate
ambari,AMBARI-4,2011-09-22T23:17:57.000+0000,2011-09-22T23:25:07.000+0000,2011-09-22T23:25:07.000+0000,,Fixed,New Feature,Major,['0.1.0'],,,,,,,,,,We should have a plugin interface for components.,Create interface for component plugins,,,,owen.omalley,True,owen.omalley,owen.omalley
ambari,AMBARI-2,2011-09-22T22:57:33.000+0000,2011-09-22T23:07:38.000+0000,2012-05-18T03:47:31.000+0000,,Fixed,New Feature,Major,['0.1.0'],['0.1.0'],,,,,,,['ambari-server'],['Ambari Server'],"Define the data structure for heartbeat from Ambari Agent to controller:

The heartbeat message is composed of:

{noformat}
responseId
clusterId
timestamp
hostname
stackId
hardwareProfile
actionResults
serversStatus
{noformat}

The controller response is composed of:

{noformat}
responseId
actions
  commands
  cleanUpCommands
{noformat}
",Define data model for agent controller communication,,,,eyang,True,eyang,eyang
ambari,AMBARI-22182,2017-10-10T05:59:26.000+0000,,2017-12-08T21:49:23.000+0000,,,New Feature,Major,['3.0.0'],"['2.5.0', '2.4.2', '2.5.2']",,,2419200,2419200,2419200,,['ambari-web'],['Ambari Web UI'],"With the development of the community, the use of ambari is becoming more and more popular, and more and more developers of different languages are also involved.At present, only the English version has been unable to meet the requirements of users.For example, in China, many companies face the problem of localization.
So the next version, hoping to add new language support features,users can switch to other languages, such as Chinese, Japanese, and so on.","In order to achieve internationalization, provide multi-language version support, such as Chinese support",2,,"['newbie', 'performance', 'usability']",rila121,True,,rila121
ambari,AMBARI-21805,2017-08-24T16:35:29.000+0000,,2017-08-24T16:35:29.000+0000,,,New Feature,Major,,,,,,,,,['ambari-server'],['Ambari Server'],"New feature in YARN 3 enables to deploy docker containers in Hadoop cluster.  Ambari can automate Docker installation to make the integrate seamless.  Docker-ce can be installed on all slave nodes, and master node can install Docker Registry, and run Docker Registry2 in a docker container.

Installation instruction for docker:
https://docs.docker.com/engine/installation/linux/docker-ce/centos/

Docker Registry can mount HDFS as storage for docker registry data:
{code}
docker run -d -p 5000:5000 --name registry -v /mnt/hdfs/apps:/var/lib/registry registry:2
{code}",Add Docker as a managed service in HDP stack,6,,,eyang,True,,eyang
ambari,AMBARI-21731,2017-08-16T06:57:57.000+0000,,2017-08-17T09:16:43.000+0000,,,New Feature,Major,,['2.5.1'],,,,,,,['ambari-server'],['Ambari Server'],"Implement feature of Rolling Decommission for HDFS Datanodes.

Use ""Under-Replicated Blocks"" as parameter for Rolling Decommission, Instead of Wait Time.


E.g. - To decommission 100 HDFS Datanodes - with rolling decommission of 3 nodes at a time, a batch of decommission should trigger when a threshold of - ""Minimum number of Under-Replicated Blocks"" has reached.

*Note - Minimum Threshold of - ""Under-Replicated Blocks"" has to be taken care so that we don't end up in a situation with huge load on HDFS Namenode and high number of Under Replicated Blocks - Specially with Datanodes of huge Data size ( ~ TB )",Rolling Decommission of HDFS Datanodes,4,,"['datanode', 'decommision', 'hdfs', 'rolling', 'rolling_decommision']",shahrukhkhan489,True,,shahrukhkhan489
ambari,AMBARI-21716,2017-08-14T11:46:54.000+0000,,2017-08-14T11:46:54.000+0000,,,New Feature,Minor,,,,,,,,,['ambari-web'],['Ambari Web UI'],"Currently, clients can be removed from a node only via REST API.
The web UI should let the user do this as well.",Deleting installed clients via UI is not possible,1,,,mgaido,True,,mgaido
ambari,AMBARI-21599,2017-07-28T14:02:17.000+0000,,2017-07-28T14:31:09.000+0000,,,New Feature,Major,,['2.5.1'],,,,,,,"['alerts', 'ambari-server', 'ambari-web']","['Ambari Alerts System', 'Ambari Server', 'Ambari Web UI']","Feature Request to add an Ambari Alert check on Ranger Plugins policy sync for each component.

There are occasions when this sync can get broken and new policies not are applied, this has happened to a previous client, and current it doesn't appear there is any monitoring on this without somebody proactively looking at the Ranger Admin UI -> Audit -> Plugins page for which there is no alerting.",Ambari Alerts check on Ranger Plugins policy sync,1,,,harisekhon,True,,harisekhon
ambari,AMBARI-21597,2017-07-28T13:05:40.000+0000,,2017-07-28T14:31:48.000+0000,,,New Feature,Major,,['2.5.1'],,,,,,,"['alerts', 'ambari-server', 'documentation']","['Ambari Alerts System', 'Ambari Server', 'Documentation']","Request to add online documentation listing all Ambari Alerts checks, script locations and description around what each one does.

You can get most of this information from an Ambari instance's Alerts section, but I think this should still be documented online so that people can see this information if they don't have an Ambari instance available. This will allow one to see what is and isn't covered at any time, which is useful when advising on what additional enterprising monitoring to supplement or when raising requests for additional Ambari checks by cross checking what is already there.",Document Ambari Alert checks,1,,,harisekhon,True,,harisekhon
